smiles,carcino,dili,genotox
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,,1.0,
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,,1.0,
Nc1ccn(C2CSC(CO)O2)c(=O)n1,,1.0,
Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,,1.0,
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O,,1.0,0.0
CC[N+](C)(C)Cc1ccccc1Br,,0.0,
CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,,0.0,0.0
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,,0.0,
Nc1ccc(C(=O)O)cc1,,0.0,
O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,,0.0,
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,,0.0,
COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,,0.0,
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,,0.0,
CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,,0.0,
N[S+](=O)([O-])c1cc(Cl)c(Cl)c([S+](N)(=O)[O-])c1,,0.0,
CCNC(C)Cc1cccc(C(F)(F)F)c1,,0.0,0.0
COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,,0.0,
O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,,0.0,0.0
CC(N)C(O)c1ccccc1,,0.0,
C#CCN(C)Cc1ccccc1,,0.0,
NCCc1ccc(O)cc1,,0.0,
CCCCCCCCCCCCCC(=S)Nc1cc(C)c(O)c(C)c1C,,0.0,
NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,,0.0,
CCCCNc1ccc(C(=O)OCCN(C)C)cc1,,0.0,
CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,,0.0,
COc1ccccc1OCC(O)COC(N)=O,,0.0,
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,,0.0,
Nc1ccc(C(=O)NCC(=O)O)cc1,,0.0,
COc1ccccc1OCC(O)CO,,0.0,
N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,,0.0,
CC(C)(C)CC(C)(C)c1ccc(O)cc1,,0.0,0.0
CC(C)c1ccc(C(=O)NC(=N)N)cc1S(C)(=O)=O,,0.0,
CC(C)NCC(O)c1ccc(O)c(O)c1,,0.0,
CCC(c1cccc(O)c1)C(C)CN(C)C,,0.0,
C=Cc1ccc(S(=O)(=O)O)cc1,,0.0,
CNC(C)Cc1ccccc1,,0.0,
CC(N)(Cc1ccc(O)cc1)C(=O)O,,0.0,
Cc1ccc(S(=O)(=O)NCl)cc1,,0.0,
CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,,0.0,
Cc1cc(O)cc(C)c1Cl,,0.0,
COC(=O)c1ccccc1O,,0.0,
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,,0.0,
COc1ccc(OC)c(C(O)CNC(=O)CN)c1,,0.0,0.0
CC(=O)Nc1cccc(O)c1,,0.0,
N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1,,0.0,
CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,,0.0,0.0
CNCC(O)c1ccc(O)c(O)c1,,0.0,
Nc1cc(Cl)cc(Cl)c1,,0.0,
CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,,0.0,
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,,0.0,
C=Cc1ccccc1S(=O)(=O)O,,0.0,
CC[N+](C)(C)c1cccc(O)c1,,0.0,
N=C(N)NN=Cc1c(Cl)cccc1Cl,,0.0,
COc1ccc(OC)c(C(O)C(C)N)c1,,0.0,
O=C(O)Cc1ccccc1,,0.0,
CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,,0.0,
CCN(CC)C(C)C(=O)c1ccccc1,,0.0,
CN(C)CCOC(=O)COc1ccc(Cl)cc1,,0.0,
O=C(O)c1ccccc1O,,0.0,
CNCC(O)c1ccc(O)cc1,,0.0,
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,,0.0,
COCCNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NCCOC)CC(=O)O)CC(=O)O,,0.0,
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,,0.0,
O=C(O)CCCCCCCC(=O)O,,0.0,
CC(=NO)C(C)NCC(C)(C)CNC(C)C(C)=NO,,0.0,
CN(CC(=O)O)C(=N)N,,0.0,
CC(O)(P(=O)(O)O)P(=O)(O)O,,0.0,
NCC(=O)O,,0.0,
CO[Si](C)(C)O[Si](C)(C)C,,0.0,
NCCNCCNCCNCCN,,0.0,
CC(C)(CO)C(O)C(O)=NCCC(=O)O,,0.0,
NN=C(N)N,,0.0,
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,,0.0,
NCCCNCCSP(=O)(O)O,,0.0,0.0
C[N+](C)(C)CC(=O)O,,0.0,0.0
NC(CO)(CO)CO,,0.0,
CCC(C)C(C)(COC(N)=O)COC(N)=O,,0.0,
NC(CN(O)N=O)C(=O)O,,0.0,
CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,,0.0,0.0
CCCCC(=O)O,,0.0,
N=C(N)SCCN,,0.0,
CC(C[N+](C)(C)C)OC(N)=O,,0.0,
CNC(=O)C(NC(=O)C(CC(C)C)C(O)C(=O)NO)C(C)(C)C,,0.0,
N=C(N)NCCCC(N)C(=O)O,,0.0,
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,,0.0,0.0
CC(=O)OCC[N+](C)(C)C,,0.0,
C=CC(O)CC#N,,0.0,
C[N+](C)(C)CC(O)CC(=O)[O-],,0.0,
C=CC(N)CCC(=O)O,,0.0,
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,,0.0,
FC(F)(F)C(F)(F)C(F)(F)F,,0.0,
CC(=O)OC(CC(=O)O)C[N+](C)(C)C,,0.0,
CCCCCCCCCCCCCCCC[N+](C)(C)C,,0.0,
CC(=O)NO,,0.0,
O=C(O)CCCO,,0.0,
CC(C)(CO)C(O)C(=O)NCCCO,,0.0,
NCCNCCNCCN,,0.0,
CCCCCCCCC=CCCCCCCCC(=O)OCCN,,0.0,
C[N+](C)(C)CCOC(N)=O,,0.0,
OCCSCCCCCCCCCCSCCO,,0.0,
CCC(=O)O,,0.0,
O=C(O)C(Cl)(Cl)Cl,,0.0,
NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,,0.0,
O=C(O)P(=O)(O)O,,0.0,1.0
O=S(=O)(O)CCS,,0.0,0.0
CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,0.0,0.0
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC21C,,0.0,
CC1CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO,,0.0,
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,,0.0,
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,,0.0,0.0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO,,0.0,
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl,,0.0,
CCC(=O)C1(C)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,,0.0,
CCC(=O)OC1(C(=O)SCF)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,0.0,0.0
CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,,0.0,
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,,0.0,
CCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,,0.0,
CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,,0.0,
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,,0.0,
CCCCCCCCCC(=O)CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,,0.0,
CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,,0.0,
CCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,,0.0,
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,,0.0,
CCC1(CC)C(=O)NC(=O)NC1=O,,0.0,
C=CCC1(C(C)C=CCC)C(=O)NC(=O)N(C)C1=O,,0.0,
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,,0.0,
CCCCC1(CC)C(=O)NC(=O)NC1=O,,0.0,
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,,0.0,
O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,,0.0,
CC(N=C(NC#N)Nc1ccncc1)C(C)(C)C,,0.0,0.0
Cc1ncc(CO)c(CO)c1O,,0.0,0.0
Cc1ncc(COP(=O)(O)O)c(C=O)c1O,,0.0,
O=C(O)c1ccncc1,,0.0,
CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,,0.0,
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,,0.0,
CCCCCN=C(N)NN=Cc1c[nH]c2ccc(OC)cc12,,0.0,0.0
CC(C)NCC(O)COc1cccc2[nH]ccc12,,0.0,0.0
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,,0.0,
CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(=O)NO)CC(C)C,,0.0,
CC(C)C(=O)Oc1ccc(CO)cc1C(CCN(C(C)C)C(C)C)c1ccccc1,,0.0,0.0
CC(=O)NC(C(=O)NCOP(=O)(O)O)(c1ccccc1)c1ccccc1,,0.0,
Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,,0.0,0.0
Cc1ccccc1C(OCCN(C)C)c1ccccc1,,0.0,
COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,,0.0,0.0
COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,,0.0,0.0
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,,0.0,
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,,0.0,
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,,0.0,0.0
CCC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(OC(=O)CC)CCC12,,0.0,
CCCCCCC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C,,0.0,
CCCCC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C,,0.0,
CCCCCCCCCCC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C,,0.0,
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,,0.0,
CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,,0.0,
CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,,0.0,
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,,0.0,
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,,0.0,
O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,,0.0,
CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,,0.0,
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,,0.0,
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O,,0.0,
CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)CCC3N)C2O)OCC1(C)O,,0.0,
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,,0.0,
COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)C(NC(=O)C(=NOC)c3csc(N)n3)C2SC1,,0.0,
COCC1=C(C(=O)OC(C)O)N2C(=O)C(NC(=O)C(=NOC)c3csc(N)n3)C2SC1,,0.0,
COCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOC)c3csc(N)n3)C2SC1,,0.0,0.0
Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,,0.0,
Cn1c(=O)c2[nH]c(Br)nc2n(C)c1=O,,0.0,
CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1,,0.0,
CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,,0.0,
CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,,0.0,
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,,0.0,0.0
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,,0.0,
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,,0.0,1.0
Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O,,0.0,
Nc1ncnc2c1ncn2C1OC(CO)CC1O,,0.0,
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,,0.0,
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,,0.0,0.0
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,,0.0,
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,,0.0,
COc1ccc2cc(CCC(C)=O)ccc2c1,,0.0,0.0
S=C=Nc1ccc2ccccc2c1,,0.0,
Cc1ccccc1N(C)C(=O)C1CCCC(C)N1C,,0.0,
Cc1cccc(C)c1NC(=O)C1CCCCN1C,,0.0,
CCCN1CCCCC1C(=O)Nc1c(C)cccc1C,,0.0,
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,,0.0,
CN(C)CCCN1c2ccccc2Sc2ccccc21,,0.0,
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,,0.0,
CN1c2c([nH]c(N)nc2=O)NCC1CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,,0.0,0.0
O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,,0.0,
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,,0.0,0.0
CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,,0.0,
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O,,0.0,
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,,0.0,
C[N+](C)(C)OP(=O)([O-])OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,,0.0,
C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,,0.0,
C=CCN1CC(C(=O)N(CCCN(C)C)C(=O)NCC)CC2c3cccc4[nH]cc(c34)CC21,,0.0,
CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,,0.0,
CC1(C)SC(C(NC(=O)Cc2ccccc2)C(=O)NCCCCCC(=O)O)NC1C(=O)O,,0.0,
CC1(C)SC(C(NC(=O)Cc2ccccc2)C(=O)NCCCCC(N)C(=O)O)NC1C(=O)O,,0.0,
CON=C(C(=O)NC1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CSC12)c1ccco1,,0.0,0.0
CON=C(C(=O)NC1C(=O)N2C(C(=O)OC(C)OC(=O)C(C)(C)OC)=C(COC(N)=O)CSC12)c1ccco1,,0.0,
CN1CCC23CCCCC2C1Cc1ccc(O)cc13,,0.0,
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,,0.0,
COc1cc(NC(C)CCCN)c2ncccc2c1,,0.0,
Oc1c(I)cc(Cl)c2cccnc12,,0.0,
OCCN1CC(O)C(O)C(O)C1CO,,0.0,0.0
CCCCN1CC(O)C(O)C(O)C1CO,,0.0,0.0
CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,,0.0,
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,,0.0,
CNCCCN1c2ccccc2CCc2ccccc21,,0.0,
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,,0.0,
CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O,,0.0,
CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,,0.0,
CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,,0.0,
O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N12,,0.0,
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(OC=O)c3ccccc3)C2SC1,,0.0,
NC12CC3CC(CC(C3)C1)C2,,0.0,0.0
CC(N)C12CC3CC(CC(C3)C1)C2,,0.0,
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,,0.0,
O=S(=O)(O)OCC1OC(OC2(COS(=O)(=O)O)OC(OS(=O)(=O)O)C(OS(=O)(=O)O)C2OS(=O)(=O)O)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C1OS(=O)(=O)O,,0.0,
CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,,0.0,
CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,,0.0,
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,,0.0,
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,,0.0,
OC1C(O)C(O)C(O)C(O)C1O,,0.0,
CCC(C(=O)O)C1(O)CCCCC1,,0.0,
Cc1ccc(C(=CCN2CCCC2)c2ccccn2)cc1,,0.0,
Cc1ccc(C(=CCN2CCCC2)c2cccc(C=CC(=O)O)n2)cc1,,0.0,
CC1OC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CCC4(C)C(C6=CC(=O)OC6)CCC54O)C3)OC2C)C(O)CC1OC1CC(O)C(O)C(C)O1,,0.0,
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,,0.0,
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,,0.0,
CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,,0.0,
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,,0.0,0.0
CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)N(CCCCS(=O)(=O)O)c2ccc3ccccc3c21,,0.0,
CC1(C)C(C=CC=CC=CC=C2Cc3c(ccc4ccccc34)N2CCCCS(=O)(=O)O)=[N+](CCCCS(=O)(=O)O)c2ccc3ccccc3c21,,0.0,
Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,,0.0,
CCC(=C(c1ccc(OCCN(C)C)cc1)c1cccc(O)c1)c1ccccc1,,0.0,
CCN(CC1CCC1)C1Cc2ccc(O)c3c2C2(C)C(O3)C(O)CCC12O,,0.0,
N=c1nc(N2CCCCC2)cc(N)n1O,,0.0,0.0
CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC1=O,,0.0,
CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O,,0.0,
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,,0.0,0.0
CC(C)c1nc(CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,,0.0,
CC1CN(C2CCC(C#N)(c3ccc(F)cc3)CC2)CCC1(C(=O)O)c1ccccc1,,0.0,
Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,,0.0,
COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,,0.0,
C=CC[N+]1(C2CC3C4CCC5CC(O)C(N6CCOCC6)CC5(C)C4CCC3(C)C2OC(C)=O)CCCC1,,0.0,
CC(Cc1ccccc1)N(C)Cc1ccccc1,,0.0,
OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,,0.0,
COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13,,0.0,
CN1CCCN=C1C=Cc1cccs1,,0.0,
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,,0.0,0.0
CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,,0.0,
CCC(=O)NCCC1CCc2ccc3c(c21)CCO3,,0.0,0.0
COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,,0.0,1.0
c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,,0.0,
O=C(C=Cc1ccc(O)c(O)c1)OC1CC(OC(=O)C=Cc2ccc(O)c(O)c2)(C(=O)O)CC(O)C1O,,0.0,
Brc1c(NC2=NCCN2)ccc2nccnc12,,0.0,
CCC1=C(CC2NCCc3cc(OC)c(OC)cc32)CC2c3cc(OC)c(OC)cc3CCN2C1,,0.0,
Nc1nc(=O)n(C2CSC(CO)O2)cc1F,,0.0,0.0
CNC1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,,0.0,0.0
NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1,,0.0,
COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,,0.0,0.0
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1ccccc1C3=O,,0.0,
O=C1N(Cc2ccccc2)C2C[S]3CCCC3C2N1Cc1ccccc1,,0.0,
CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,,0.0,
CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,,0.0,
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,,0.0,
OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,,0.0,
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,,0.0,
O=C(O)C(CC(=O)N1CC2CCCCC2C1)Cc1ccccc1,,0.0,
CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O,,0.0,
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl,,0.0,0.0
CCOC(Cc1ccc(OCCN2c3ccccc3Oc3ccccc32)cc1)C(=O)O,,0.0,
CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,,0.0,
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,,0.0,0.0
C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,,0.0,0.0
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)Cc3ccccc3)CCC12,,0.0,
CC1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,,0.0,
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,,0.0,0.0
CCCCC(F)(F)C1(O)CCC2C(CC(=O)C2CCCCCCC(=O)O)O1,,0.0,0.0
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,,0.0,
CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,0.0,
CC12CCCCCC(Cc3ccc(O)cc31)C2N,,0.0,
CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C(N)C1,,0.0,0.0
Cc1scc2c1N(C(=O)CN1CCN(C)CC1)c1ccccc1NC2=O,,0.0,
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,,0.0,
CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,,0.0,0.0
CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,,0.0,
CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,,0.0,0.0
COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,,0.0,
CN1C(=O)C(C)(C2=CCCCC2)C(=O)N=C1O,,0.0,
CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2O,,0.0,
O=C1C(=O)C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,,0.0,0.0
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2cc(OC)c(OC)cc2CC1C(=O)O,,0.0,0.0
CN(C)c1nc(N(C)C)nc(N(C)C)n1,,0.0,
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,,0.0,
CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,0.0,0.0
CC1CN(CC(Cc2ccccc2)C(=O)NCC(=O)O)CCC1(C)c1cccc(O)c1,,0.0,0.0
Nc1nc(C(=CCC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,,0.0,
