stdsmiles_v2,smiles_tautomer,carcino,dili,genotox
CC(=O)OC1CC2CCC3C(CCC4(C)C3CC(N3CC[N+](C)(C)CC3)C4OC(C)=O)C2(C)CC1N1CC[N+](C)(C)CC1,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC(N3CC[N+](C)(C)CC3)C4OC(C)=O)C2(C)CC1N1CC[N+](C)(C)CC1,,0.0,
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0.0,,1.0
CCn1c2ccccc2c2cc(N)ccc21,CCn1c2ccccc2c2cc(N)ccc21,1.0,,
CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1,CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1,,1.0,
O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,,0.0,
CN(CC=Cc1ccccc1)Cc1cccc2ccccc12,CN(CC=Cc1ccccc1)Cc1cccc2ccccc12,,0.0,
COc1ccc(OC)c(C=Cc2ccc(N)cc2)c1,COc1ccc(OC)c(C=Cc2ccc(N)cc2)c1,1.0,,
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,,0.0,
O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,O=c1[nH]c(O)cn1N=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1,,1.0,
Nc1cnn(C2OC(CO)C(O)C2O)c(=O)n1,Nc1cnn(C2OC(CO)C(O)C2O)c(=O)n1,0.0,,
CCOCCc1c(-c2ccccc2)nc(N)n2ncnc12,CCOCCc1c(-c2ccccc2)nc(N)n2ncnc12,1.0,,
CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12,CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12,1.0,,0.0
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,,1.0,0.0
NC1CCCCC1,NC1CCCCC1,0.0,,
Nc1ccccc1,Nc1ccccc1,,,1.0
CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,,0.0,
C=CC(O)CC#N,C=CC(O)CC#N,,0.0,
Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,,0.0,
Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C,Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C,,0.0,0.0
Clc1ccc(Cl)c(Cl)c1,Clc1ccc(Cl)c(Cl)c1,,,1.0
CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,,,0.0
Brc1cc(-c2ccc(Br)c(Br)c2Br)cc(Br)c1Br,Brc1cc(-c2ccc(Br)c(Br)c2Br)cc(Br)c1Br,0.0,,
Cc1ncsc1CCCl,Cc1ncsc1CCCl,,1.0,
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,0.0,1.0,
CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CCC(=O)OC1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,,0.0,
S=C1NCCN1,S=C1NCCN1,1.0,,
OCC(O)CO,OCC(O)CO,,1.0,
CC1=CC(=O)C=C2CCC3C4CCC(=O)C4(C)CCC3C12C,CC1=CC(=O)C=C2CCC3C4CCC(=O)C4(C)CCC3C12C,,,0.0
CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.0,,
Cc1cc(N=Nc2ccccc2C)ccc1N,Cc1cc(N=Nc2ccccc2C)ccc1N,1.0,,
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,,1.0,
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O,,0.0,
C[N+](C)(C)CC(O)CC(=O)[O-],C[N+](C)(C)CC(O)CC(=O)[O-],,0.0,
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,,1.0,
CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1,,1.0,
CC(=O)Nc1cccc2c1-c1ccccc1C2,CC(=O)Nc1cccc2c1-c1ccccc1C2,0.0,,
CN(C)CCC=C1c2ccccc2CSc2ccccc21,CN(C)CCC=C1c2ccccc2CSc2ccccc21,,1.0,
CNCCC=C1c2ccccc2CCc2ccccc21,CNCCC=C1c2ccccc2CCc2ccccc21,,1.0,
Clc1ccccc1CN1CCc2sccc2C1,Clc1ccccc1CN1CCc2sccc2C1,,1.0,
Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,,1.0,
CCCCCCCC1CCC(=O)O1,CCCCCCCC1CCC(=O)O1,,,0.0
O=[N+]([O-])C=Cc1ccccc1,O=[N+]([O-])C=Cc1ccccc1,0.0,,
CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,,1.0,
CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,,0.0,
O=C(CNC(=O)c1ccccc1)CC(Cc1ccccc1)C(=O)O,O=C(CNC(=O)c1ccccc1)CC(Cc1ccccc1)C(=O)O,,0.0,
FC(F)OC(Cl)C(F)(F)F,FC(F)OC(Cl)C(F)(F)F,,1.0,
C=CC(N)CCC(=O)O,C=CC(N)CCC(=O)O,,0.0,
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,,,0.0
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,,0.0,
COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,,1.0,
CC(=O)c1c(O)cc(C)oc1=O,CC(=O)c1c(O)cc(C)oc1=O,,,1.0
COc1cc2c(cc1O)CCNC21CSC2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)N1C(O)C3Cc5cc(C)c(OC)c(O)c5C(C21)N3C)OCO4,COc1cc2c(cc1O)CCNC21CSC2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)N1C(O)C3Cc5cc(C)c(OC)c(O)c5C(C21)N3C)OCO4,,1.0,
Cc1ccccc1[N+](=O)[O-],Cc1ccccc1[N+](=O)[O-],1.0,,0.0
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,,0.0,1.0
O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,,1.0,
CCOS(C)(=O)=O,CCOS(C)(=O)=O,1.0,,1.0
CC[S+]([O-])CCSP(=O)(OC)OC,CC[S+]([O-])CCSP(=O)(OC)OC,,,1.0
C=CC=CC,C=CC=CC,,,0.0
OCC1OC(O)CC(O)C1O,OCC1OC(O)CC(O)C1O,,1.0,
Cn1cc[nH]c1=S,Cn1cc[nH]c1=S,1.0,1.0,
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,,0.0,
CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,,0.0,
O=[N+]([O-])c1ccc(NCCO)c(OCCO)c1,O=[N+]([O-])c1ccc(NCCO)c(OCCO)c1,0.0,,
Nc1cccc(Cl)c1,Nc1cccc(Cl)c1,,,0.0
COP(=S)(OC)Oc1ccc(SC)c(C)c1,COP(=S)(OC)Oc1ccc(SC)c(C)c1,0.0,,
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,,1.0,
CCCCOCCO,CCCCOCCO,0.0,,0.0
CC(=O)Nc1cccc2c1Cc1ccccc1-2,CC(=O)Nc1cccc2c1Cc1ccccc1-2,0.0,,
NC(=O)NC1NC(=O)NC1=O,NC(=O)Nc1[nH]c(=O)[nH]c1O,0.0,0.0,
C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,,1.0,
C=Cc1ccccc1,C=Cc1ccccc1,1.0,,1.0
Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,1.0,1.0,
COc1cc(-c2ccc(NN=C3C(=O)c4c(N)cc(S(=O)(=O)O)cc4C=C3S(=O)(=O)O)c(OC)c2)ccc1NN=C1C(=O)c2c(N)cc(S(=O)(=O)O)cc2C=C1S(=O)(=O)O,COc1cc(-c2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(OC)c2)ccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,1.0,,
CCCCCCCCCCCCCCCCOP(=O)(O)OCC[N+](C)(C)C,CCCCCCCCCCCCCCCCOP(=O)(O)OCC[N+](C)(C)C,,1.0,
O=C1C2C3CCC(C3)C2C(=O)N1CC1CCCCC1CN1CCN(c2nsc3ccccc23)CC1,Oc1c2c(c(O)n1CC1CCCCC1CN1CCN(c3nsc4ccccc34)CC1)C1CCC2C1,,,0.0
O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,1.0,,1.0
O=NN1CCCCO1,O=NN1CCCCO1,1.0,,
CCN(CC)CCCNC(=O)Cn1ncc(-c2ccccc2)c1-c1ccccc1,CCN(CC)CCCNC(=O)Cn1ncc(-c2ccccc2)c1-c1ccccc1,0.0,,
CC1(c2ccccc2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,CC1(c2ccccc2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,,1.0,
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,1.0,
CCCCC(F)F,CCCCC(F)F,,1.0,
CC(=O)CN(CCO)N=O,CC(=O)CN(CCO)N=O,1.0,,
COc1ccc(OC)c(C(O)CNC(=O)CN)c1,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,,0.0,0.0
Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,,,1.0
CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1,,1.0,
CC(N)C(=O)c1ccccc1,CC(N)C(=O)c1ccccc1,,,1.0
CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,,0.0,
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,,1.0,
CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,CN(c1nc(=O)cc[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,,1.0,
O=C(O)c1cccnc1,O=C(O)c1cccnc1,,1.0,0.0
CCCN(N=O)C(N)=N[N+](=O)[O-],CCCN(N=O)C(=N)N[N+](=O)[O-],1.0,,
Cc1ccc(C(=CCN2CCCC2)c2cccc(C=CC(=O)O)n2)cc1,Cc1ccc(C(=CCN2CCCC2)c2cccc(C=CC(=O)O)n2)cc1,,0.0,
CC(=O)NC(CS)C(=O)O,CC(=O)NC(CS)C(=O)O,0.0,,0.0
CN1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,CN1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,,0.0,0.0
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,0.0,,
C#CC1(O)CCC2C3CCc4cc(OC5CCCC5)ccc4C3CCC21C,C#CC1(O)CCC2C3CCc4cc(OC5CCCC5)ccc4C3CCC21C,,0.0,
CC(C)=NO,CC(C)=NO,1.0,,
CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,,1.0,
CC(=O)Nc1ccc(N=Nc2cc(C)ccc2O)cc1,CC(=O)Nc1ccc(N=Nc2cc(C)ccc2O)cc1,1.0,,0.0
O=C(O)c1cc(=O)[nH]c(=O)[nH]1,O=C(O)c1cc(=O)[nH]c(=O)[nH]1,0.0,0.0,
O=C1C=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1,O=C1C=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1,1.0,,
CC(=O)Nc1ccc2c(c1)C(=O)c1ccccc1-2,CC(=O)Nc1ccc2c(c1)C(=O)c1ccccc1-2,1.0,,
Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,,1.0,0.0
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,,1.0,
Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,,,0.0
Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,Cc1c(O)cccc1C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,,1.0,0.0
O=C(O)C=Cc1ccc(O)c(O)c1,O=C(O)C=Cc1ccc(O)c(O)c1,1.0,,1.0
O=C1c2ccccc2-c2ccc([N+](=O)[O-])c3cccc1c23,O=C1c2ccccc2-c2ccc([N+](=O)[O-])c3cccc1c23,,,1.0
Brc1ccccc1,Brc1ccccc1,,1.0,1.0
CC1=C2CC3C(CC=C4CC(O)CCC43C)C2CCC12OC1CC(C)CNC1C2C,CC1=C2CC3C(CC=C4CC(O)CCC43C)C2CCC12OC1CC(C)CNC1C2C,,1.0,
NC(C(=O)O)C1CC(Cl)=NO1,NC(C(=O)O)C1CC(Cl)=NO1,,0.0,
CN1CSC(=S)N(C)C1,CN1CSC(=S)N(C)C1,,,0.0
Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,,1.0,
O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,1.0,0.0,0.0
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2C(=O)NOC2=O)cc1,Cc1oc(-c2ccccc2)nc1CCOc1ccc(Cc2c(O)[nH]oc2=O)cc1,,0.0,
ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,0.0,,
Oc1c(I)cc(Cl)c2cccnc12,Oc1c(I)cc(Cl)c2cccnc12,,0.0,
CC(CCl)OC(C)CCl,CC(CCl)OC(C)CCl,0.0,,
CCC1C(=O)OCC1Cc1cncn1C,CCC1C(=O)OCC1Cc1cncn1C,0.0,0.0,0.0
CC1=NN(c2ccccc2)C(=O)C1,Cc1cc(=O)n(-c2ccccc2)[nH]1,0.0,1.0,
Nc1n[n+](O)c2ccccc2[n+]1O,Nc1n[n+](O)c2ccccc2[n+]1O,,0.0,
CN(N=O)C(=O)NCCCC(N)C(=O)O,CN(N=O)C(=O)NCCCC(N)C(=O)O,1.0,,
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,1.0,0.0,0.0
NC1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,NC1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,,,1.0
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)=CC(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,,1.0,0.0
CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,0.0,,
Cc1cc(C)cc(S(=O)(=O)O)c1,Cc1cc(C)cc(S(=O)(=O)O)c1,0.0,,
O=C(O)CSCC(=O)NC1CCSC1=O,O=C(O)CSCC(=O)NC1CCSC1=O,,0.0,
N#CC1CC2CC2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2,N#CC1CC2CC2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2,,0.0,
C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,,1.0,
CNC(=O)ON=CC(C)(C)SC,CNC(=O)ON=CC(C)(C)SC,0.0,,
CC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,CC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,1.0,,
NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,,0.0,
COC(=O)C(c1ccccc1)C1CCCCN1N=O,COC(=O)C(c1ccccc1)C1CCCCN1N=O,0.0,,
C=C(C)C1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O,C=C(C)C1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O,,1.0,1.0
CC=C(C)C(=O)OC1CCN2CC=C(COC(=O)C(O)(C(C)OC)C(C)(C)O)C12,CC=C(C)C(=O)OC1CCN2CC=C(COC(=O)C(O)(C(C)OC)C(C)(C)O)C12,1.0,,
CC(C)(C)c1ccc(O)cc1,CC(C)(C)c1ccc(O)cc1,0.0,,
Oc1ccc(O)cc1,Oc1ccc(O)cc1,1.0,1.0,1.0
NC(=S)c1ccccc1,NC(=S)c1ccccc1,,,1.0
NC(Cc1c[nH]c2ccccc12)C(=O)O,NC(Cc1c[nH]c2ccccc12)C(=O)O,0.0,0.0,
CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2nc(=O)o[nH]2)cc1,,,0.0
C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,C=CCC1=CC(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,,1.0,0.0
CCCCCN(N=O)C(=O)OCC,CCCCCN(N=O)C(=O)OCC,1.0,,
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,,1.0,
S=C=Nc1ccccc1,S=C=Nc1ccccc1,,1.0,
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl,,0.0,
CC(=O)Nc1cccc(O)c1,CC(=O)Nc1cccc(O)c1,,0.0,
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)CCC4(C)C3CCC21C,CC(=O)OC1(C(C)=O)CCC2C3=CC(Cl)=C4CC(=O)CCC4(C)C3CCC21C,,1.0,
CCC(c1ccccc1)c1c(O)oc2ccccc2c1=O,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,,1.0,
CC(COc1ccccc1)NN,CC(COc1ccccc1)NN,,1.0,
CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,,1.0,
O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,,1.0,
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,,0.0,
CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,,1.0,
O=[N+]([O-])c1ccc(-c2nc(N(CCO)CCO)c3ccccc3n2)s1,O=[N+]([O-])c1ccc(-c2nc(N(CCO)CCO)c3ccccc3n2)s1,1.0,,
ClC(Cl)C(Cl)Cl,ClC(Cl)C(Cl)Cl,,,1.0
Nc1ccc(N=Nc2ccccc2)c(N)n1,Nc1ccc(N=Nc2ccccc2)c(N)n1,1.0,1.0,
O=[N+]([O-])c1ccc(-c2nc(NCCO)c3ccccc3n2)s1,O=[N+]([O-])c1ccc(-c2nc(NCCO)c3ccccc3n2)s1,1.0,,
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,,0.0,
CCCCCCCCCCCCN(C)N=O,CCCCCCCCCCCCN(C)N=O,1.0,,
O=C1C(c2[nH]c3ccccc3c2O)=Nc2ccccc21,O=C1C(c2[nH]c3ccccc3c2O)=Nc2ccccc21,,,0.0
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,,,0.0
Clc1ccc(CON=C(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,Clc1ccc(CON=C(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,,0.0,0.0
Cc1cnc(NCCCN(C)C)c2c1[nH]c1ccc3cc(O)ccc3c12,Cc1cnc(NCCCN(C)C)c2c1[nH]c1ccc3cc(O)ccc3c12,,1.0,
c1ccc2n[nH]nc2c1,c1ccc2[nH]nnc2c1,0.0,,
NNC(=O)c1ccncc1,NNC(=O)c1ccncc1,1.0,1.0,
CC(=O)C(C)=O,CC(=O)C(C)=O,,,0.0
CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,,1.0,
CNCCCC12CCC(c3ccccc31)c1ccccc12,CNCCCC12CCC(c3ccccc31)c1ccccc12,,0.0,
Nc1ccc(Cl)cc1,Nc1ccc(Cl)cc1,,,1.0
CS(=O)(=O)OCCOS(C)(=O)=O,CS(=O)(=O)OCCOS(C)(=O)=O,,1.0,
CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,,,0.0
COC1=C2CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)NC(=CC1=O)C2=O,COc1c(O)cc2c(O)c1C=C(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)N2,,1.0,
CCC(=O)C1(C)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,CCC(=O)C1(C)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C,,0.0,
C=CCOC(=O)c1ccccc1C(=O)OCC=C,C=CCOC(=O)c1ccccc1C(=O)OCC=C,0.0,,0.0
CC(=O)OCc1ccccc1,CC(=O)OCc1ccccc1,0.0,,0.0
FC(F)(F)c1ccc(Cl)cc1,FC(F)(F)c1ccc(Cl)cc1,,,1.0
